,title,link,summary,published,tags,category,credit,source,lemmatized_text,audio
5,V Česku se dosud potvrdily desítky případů indické a jihoafrické varianty koronaviru,https://www.lidovky.cz/domov/v-cesku-se-dosud-potvrdilo-27-pripadu-indicke-a-59-jihoafricke-varianty-koronaviru.A210616_110041_ln_domov_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Státní zdravotní ústav (SZÚ) potvrdil dosud v Česku 27 případů indické, 59 případů jihoafrické varianty koronaviru a sedm nových případů brazilské varianty. Informoval o tom ve středu Radiožurnál. Od začátku roku bylo takzvaně sekvenováno 4200 vzorků pozitivních na covid-19, tedy byla přečtena genetická informace viru. Z nich 800 přibylo nově za červen.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=9, tm_min=6, tm_sec=0, tm_wday=2, tm_yday=167, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz,"v Česko se dosud potvrdit desítka případ indický a jihoafrický varianta koronavirus státní zdravotní ústav ( SZÚ ) potvrdit dosud v Česko 27 případ indický , 59 případ jihoafrický varianta koronavirus a sedm nový případ brazilský varianta . informovat o ten v střed Radiožurnál . od začátek rok být takzvaně sekvenovat 4200 vzorek pozitivní na covid - 19 , tedy být přečíst genetický informace vir . z on 800 přibýt nově za červen .",prazske_koupaliste_hlasily_plno_uz_dopoledne_lidi_stoji_fronty_a_cekaji_jestli_se_nejake_misto_uvolni.wav
6,"Úterní nárůst počtu lidí s covidem byl o dvě pětiny nižší než před týdnem, přibylo 213 případů",https://www.lidovky.cz/domov/uterni-narust-poctu-lidi-s-covidem-byl-o-dve-petiny-nizsi-nez-pred-tydnem-pribylo-213-pripadu.A210616_092354_ln_domov_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"V úterý přibylo v Česku 213 případů nemoci covid-19, což je zhruba o dvě pětiny méně než před týdnem. Počet pacientů s covidem-19 po pondělním nárůstu zase klesl, a dostal se tak znovu na nejnižší úroveň od konce loňského srpna. Vyplývá to z údajů na webu ministerstva zdravotnictví.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=16, tm_hour=8, tm_min=7, tm_sec=0, tm_wday=2, tm_yday=167, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz,"úterní nárůst počet člověk s covid být o dva pětina nízký než před týden , přibýt 213 případ v úterý přibýt v Česko 213 případ nemoc covid - 19 , což být zhruba o dva pětina málo než před týden . počet pacient s covid - 19 po pondělní nárůst zase klesnout , a dostat se tak znovu na nízký úroveň od konec loňský srpen . vyplývat ten z údaj na web ministerstvo zdravotnictví .",podle_zemana_je_treba_vyslat_jasny_signal_ze_diktatorske_praktiky_nemaji_v_evrope_co_delat_rekl_kulhanek.wav
8,"Skryté nebezpečí dravé mutace delta pro Česko. Maskuje se jako nachlazení, jedna dávka vakcíny na ni nestačí",https://www.lidovky.cz/domov/prvni-davka-nestaci-delta-ji-obejde-nakazlivejsi-mutace-muze-zbrzdit-rozvolnovani.A210615_200705_ln_domov_ceh#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,Očkování je v současnosti v boji s covidem ta nejsilnější zbraň. Jenže s příchodem nových mutací jí trochu vlhne prach. Momentálně se do dalších a dalších zemí dobývá virová mutace objevená v Indii označovaná delta.,"FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=18, tm_min=52, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,Michal Turek MAFRA,lidovky.cz,"skrytý nebezpečí dravý mutace delta pro Česko . maskovat se jako nachlazení , jeden dávka vakcína na on stačit očkování být v současnost v boj s covid ten silný zbraň . jenže s příchod nový mutace on trochu vlhnout prach . momentálně se do další a další země dobývat virový mutace objevený v Indie označovaný delta .",cesko_ceka_mordor_v_nedeli_vecer_maji_dorazit_silne_bourky_s_bicujicim_destem_a_kroupami.wav
9,"Opakování testů na táborech nebude nutné, pokud budou mít všichni PCR test. Nereálné, zní z druhé strany",https://www.lidovky.cz/domov/opakovani-testu-na-taborech-nebude-nutne-pokud-budou-mit-vsichni-pcr-test-nerealne-zni-z-druhe-stran.A210615_173050_ln_domov_ceh#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Opakované testování na covid-19 na letních táborech nebude povinné za podmínky, že se před odjezdem na akci prokážou negativním PCR testem všichni účastníci. V případě, že někteří budou mít jen antigenní test, bude se muset testování všech na táboře opakovat každých sedm dní. Vyplývá to z opatření ministerstva zdravotnictví, které v pondělí schválila vláda.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=15, tm_min=34, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,ČTK,lidovky.cz,"opakování test na tábor být nutný , pokud být mít všechen PCR test . reálný , znít z druhý strana opakovaný testování na covid - 19 na letní tábor být povinný za podmínka , že se před odjezd na akce prokázat negativní PCR test všechen účastník . v případ , že některý být mít jen antigenní test , být se muset testování všechen na tábor opakovat každý sedm den . vyplývat ten z opatření ministerstvo zdravotnictví , který v pondělí schválit vláda .",v_cesku_dale_ubyva_pripadu_koronaviru_testy_v_patek_odhalily_147_nakazenych_o_32_mene_nez_pred_tydnem.wav
10,"Pět milionů eur denně. Česko žádá mastnou pokutu za těžbu v dole Turów, Poláci dostali čas na reakci",https://www.lidovky.cz/domov/pet-milionu-eur-za-kazdy-den-tezby-v-dole-turow-takovou-pokutu-si-cesko-zada-u-soudniho-dvoru-eu.A210615_154452_ln_domov_ceh#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Česká republika požádala Soudní dvůr Evropské unie, aby Polsku udělil pokutu ve výši pěti milionů eur (asi 127,3 milionu korun) za každý den, kdy bude pokračovat těžba v hnědouhelném dole Turów nedaleko hranic s Českem. Soud o tom informoval na svém twitterovém účtu.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=14, tm_min=52, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz,"pět milión euro denně . Česko žádat mastný pokuta za těžba v důl Turów , Polák dostat čas na reakce český republika požádat soudní dvůr evropský unie , aby Polsko udělit pokuta v výše pět milión euro ( asi 127,3 milión koruna ) za každý den , kdy být pokračovat těžba v hnědouhelný důl Turów daleko hranice s Česko . soud o ten informovat na svůj twitterový účet .",ockovani_v_cesku_funguje_rikaji_cisla_po_druhe_davce_se_nakazila_jen_hrstka_lidi_vetsinou_to_melo_zrejmou_pricinu.wav
11,Babiš kvůli nečekaně vysokému tlaku zrušil program. Podstoupil preventivní vyšetření,https://www.lidovky.cz/domov/premier-babis-absolvoval-preventivni-zdravotni-vysetreni-kvuli-nemu-zrusil-ucast-na-konferenci.A210615_155740_ln_domov_ceh#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Premiér Andrej Babiš (ANO) v úterý absolvoval preventivní zdravotní vyšetření, kvůli kterému v pondělí zrušil svou úterní účast na mezinárodní bezpečnostní konferenci Globsec v Bratislavě. Mluvčí úřadu vlády Vladimír Vořechovský řekl, že Babiš je nyní v úřadu a věnuje se běžné agendě.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=14, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz,"Babiš kvůli nečekaně vysoký tlak zrušit program . podstoupit preventivní vyšetření premiér Andrej Babiš ( ANO ) v úterý absolvovat preventivní zdravotní vyšetření , kvůli který v pondělí zrušit svůj úterní účast na mezinárodní bezpečnostní konference s v Bratislava . mluvčí úřad vláda Vladimír Vořechovský říci , že Babiš být nyní v úřad a věnovat se běžný agenda .",primark_neni_vyjimecny_ma_jen_dobre_pr_rika_sefka_katedry_marketingu_uk.wav
12,"Piráti podají žalobu na Babiše kvůli jeho výroku, že chtějí k lidem nastěhovat migranty",https://www.lidovky.cz/domov/pirati-podaji-zalobu-na-babise-kvuli-jeho-vyroku-ze-chteji-k-lidem-nastehovat-migranty.A210615_142917_ln_domov_litsp#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Piráti podají žalobu na premiéra Andreje Babiše (ANO) kvůli jeho výroku, že chtějí lidem zdaňovat přebytečné metry bytů a nastěhovat do domácností migranty.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=13, tm_min=7, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz,"pirát podat žaloba na Babiš kvůli jeho výrok , že chtít k člověk nastěhovat migrant pirát podat žaloba na premiér Andrej Babiš ( ano ) kvůli jeho výrok , že chtít člověk zdaňovat přebytečný metr byt a nastěhovat do domácnost migrant .",expertni_tymy_ceska_a_polska_nedospely_k_dohode_o_dole_turow_v_jednani_budou_pokracovat_pristi_tyden.wav
13,"ANO zrušilo párování omluvených poslanců, stěžuje si opozice. Faltýnek postup vysvětlil vratkami ze Senátu",https://www.lidovky.cz/domov/ano-podle-opozice-zrusilo-parovani-omluvenych-poslancu-mimoradne-podpasove-reaguji-pirati.A210615_140307_ln_domov_litsp#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Hnutí ANO podle poslanců Pirátů a STAN zrušilo tzv. párování opozičních poslanců, kdy za omluveného zákonodárce nedorazí některý poslanec vládní strany, aby zůstal zachován poměr hlasů. Poslanec Mikuláš Ferjenčík (Piráti) to označil za mimořádně podpásové, spojuje to s chystaným hlasováním o učitelské novele.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=12, tm_min=42, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz,"ano zrušit párování omluvený poslanec , stěžovat se opozice . Faltýnek postup vysvětlit vratka z senát hnutí ano podle poslanec pirát a stan zrušit takzvaný . párování opoziční poslanec , kdy za omluvený zákonodárce dorazit některý poslanec vládní strana , aby zůstat zachovat poměr hlas . poslanec Mikuláš Ferjenčík ( pirát ) ten označit za mimořádně podpásový , spojovat ten s chystaný hlasování o učitelský novela .",exprezident_vaclav_klaus_slavi_osmdesatiny_poblahoprat_na_hrad_mu_prisli_strach_duka_i_necas.wav
14,"Majitele zdi v Praze, která se zřítila a usmrtila muže, potrestal soud podmínkami",https://www.lidovky.cz/domov/majitele-zdi-v-praze-jez-se-zritila-a-usmrtila-muze-potrestal-soud-podminkami.A210615_142758_ln_domov_lros#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Za obecné ohrožení z nedbalosti potrestal Obvodní soud pro Prahu 5 sedm lidí, kteří spoluvlastnili objekt, jehož část se v dubnu 2018 v pražské ulici Na Neklance zřítila a sutiny zavalily dvaačtyřicetiletého muže. Muž utrpěl devastující zranění, záchranáři mu už nedokázali pomoci. Obžalovaným soud uložil roční podmínky s odkladem na 2,5 roku, uvedla mluvčí Jana Humeni. Rozsudek není pravomocný.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=12, tm_min=27, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,Hasiči Praha,lidovky.cz,"majitel zeď v Praha , který se zřítit a usmrtit muž , potrestat soud podmínka za obecný ohrožení z nedbalost potrestat obvodní soud pro Praha 5 sedm člověk , který spoluvlastnit objekt , jenž část se v duben 2018 v pražský ulice na Neklanka zřítit a sutina zavalit dvaačtyřicetiletý muž . muž utrpět devastující zranění , záchranář on už dokázat pomoci . obžalovaný soud uložit roční podmínka s odklad na 2,5 rok , uvést mluvčí Jan Humit . rozsudek být pravomocný .",hnuti_spd_podle_zpravy_ministerstva_vnitra_zustava_nejvyznamnejsim_uskupenim_s_xenofobnimi_prvky.wav
15,VIDEO: RedBull uvedl reklamní spot s kontroverzní jízdou formule po Karlově mostě,https://www.lidovky.cz/domov/video-redbull-uvedl-reklamni-spot-s-kontroverzni-jizdou-formule-po-karlove-moste.A210615_141322_ln_domov_litsp#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Rakouská firma vyrábějící energetické nápoje RedBull v úterý uvedla reklamní spot, který obsahuje záběry z dubnového přejezdu formule po Karlově mostě, jenž vyvolal silné kontroverze u části české veřejnosti i politické reprezentace. Řada uživatelů sociálních sítí tehdy kritizovala pronajmutí význačné kulturní památky pro propagační účely nadnárodní společnosti a vedení pražské radnice později prohlásilo, že o chystaném průjezdu formule do poslední chvíle nevědělo.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=12, tm_min=24, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,Youtube Red Bull Racing Honda,lidovky.cz,"video : RedBull uvést reklamní spot s kontroverzní jízda formule po Karlův most rakouský firma vyrábějící energetický nápoj RedBull v úterý uvést reklamní spot , který obsahovat záběr z dubnový přejezd formule po Karlův most , jenž vyvolat silný kontroverze u část český veřejnost i politický reprezentace . řada uživatel sociální síť tehdy kritizovat pronajmutí význačný kulturní památka pro propagační účel nadnárodní společnost a vedení pražský radnice pozdě prohlásit , že o chystaný průjezd formule do poslední chvíle vědět .",rousky_misto_respiratoru_v_mhd_podle_vojtecha_na_tom_zatim_neni_shoda.wav
16,"Vášnivé diskuze o pražské kandidátce ČSSD. Ve hře jsou Maláčová, Ludvík i Matěj Stropnický",https://www.lidovky.cz/domov/povede-prazskou-kandidatku-cssd-malacova-za-zady-muze-mit-stropnickeho-a-ludvika.A210615_122008_ln_domov_lros#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Předsednictvo pražské ČSSD požádalo celostátní vedení strany, aby v čele kandidátky v hlavním městě v letošních sněmovních volbách byla ministryně práce a místopředsedkyně ČSSD Jana Maláčová. Informoval o tom předseda pražské sociální demokracie Petr Pavlík.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=11, tm_min=18, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz,"vášnivý diskuse o pražský kandidátka ČSSD . v hra být Maláčová , Ludvík i Matěj Stropnický předsednictvo pražský ČSSD požádat celostátní vedení strana , aby v čelo kandidátka v hlavní město v letošní sněmovní volba být ministryně práce a místopředsedkyně ČSSD Jana Maláčová . informovat o ten předseda pražský sociální demokracie Petr Pavlík .",dva_lide_zemreli_v_plzni_po_uniku_chemikalii_v_arealu_firmy_ktera_zpracovava_tekute_kaly.wav
17,"Migrace se stává součástí kampaně, Babišův ‚nahnědlý‘ příspěvek je toho důkazem, říká populační geograf",https://www.lidovky.cz/domov/migrace-se-stava-soucasti-kampane-babisuv-nahnedly-prispevek-je-toho-dukazem-rika-populacni-geograf.A210615_103844_ln_domov_litsp#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Protimigrační rétorika je pro politiky v Evropě sázkou na jistotu, stále přináší voliče. „Česká republika je toho absolutně nejlepším příkladem,“ říká v rozhovoru populační geograf Robert Stojanov z Mendelovy univerzity v Brně.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=15, tm_hour=10, tm_min=27, tm_sec=0, tm_wday=1, tm_yday=166, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,Reuters,lidovky.cz,"migrace se stávat součást kampaň , Babišův ‚ nahnědlý ‘ příspěvek být ten důkaz , říkat populační geograf protimigrační rétorika být pro politik v Evropa sázka na jistota , stále přinášet volič . „ český republika být ten absolutně dobrý příklad , “ říkat v rozhovor populační geograf Robert Stojanov z Mendelův univerzita v Brno .",cesko_zezelenalo_rozhodnuti_usnadni_cesty_do_chorvatska_turiste_nebudou_potrebovat_ani_test.wav
